order_dow,order_hour_of_day,days_since_prior_order,avg_reordered
1,7,,0.0
0,7,,0.0
4,7,,0.0
6,7,,0.0
5,7,,0.0
2,7,,0.0
6,7,0.0,0.888283378746594
5,7,0.0,0.914572864321608
0,7,0.0,0.92247301275760551
4,7,0.0,0.86097152428810719
1,7,0.0,0.87446351931330468
2,7,0.0,0.90723562152133574
0,7,2.0,0.6548794489092995
5,7,2.0,0.68400800369401271
3,7,2.0,0.6954657658828115
2,7,2.0,0.68825575617028312
4,7,2.0,0.6892510005717557
1,7,2.0,0.69078361531611721
6,7,2.0,0.65740483467629884
5,7,3.0,0.70609586847443162
2,7,3.0,0.7001928020565551
0,7,3.0,0.71010180109631915
1,7,3.0,0.7444527816486225
4,7,3.0,0.718121408045977
3,7,3.0,0.71167883211678806
6,7,3.0,0.70577964030033169
6,7,4.0,0.70036044507130513
5,7,4.0,0.714833759590793
3,7,4.0,0.7092669432918397
2,7,4.0,0.71883318544809238
4,7,4.0,0.71375360834342116
1,7,4.0,0.75298245614035109
0,7,4.0,0.726860496132302
2,7,5.0,0.72758690790811187
5,7,5.0,0.71021505376344118
4,7,5.0,0.71306702775897091
0,7,5.0,0.71641221374045783
3,7,5.0,0.72357531331283986
6,7,5.0,0.72450845907636019
1,7,5.0,0.74773032952252871
4,7,6.0,0.6869111280875988
2,7,6.0,0.71553738317757
3,7,6.0,0.72939632545931743
1,7,6.0,0.75110017155217423
0,7,6.0,0.71997142565567906
5,7,6.0,0.70743651064798962
6,7,6.0,0.7005200367084734
4,7,7.0,0.70294249775381878
0,7,7.0,0.72210878039725268
1,7,7.0,0.7611005062660805
5,7,7.0,0.72253846153846157
2,7,7.0,0.7301331181928199
3,7,7.0,0.7314394843638099
6,7,7.0,0.72359247759095424
1,7,8.0,0.74275251754653648
6,7,8.0,0.704593391141317
5,7,8.0,0.700381194409149
2,7,8.0,0.71686907189078963
0,7,8.0,0.712292462389898
3,7,8.0,0.72523673530738009
4,7,8.0,0.69179894179894175
0,7,9.0,0.6880829015544041
2,7,9.0,0.71176470588235308
5,7,9.0,0.673921492421298
3,7,9.0,0.68010752688172
4,7,9.0,0.7081553398058249
1,7,9.0,0.70547169811320731
6,7,10.0,0.67139408569704251
5,7,10.0,0.635372801585336
4,7,10.0,0.70615416929216568
1,7,10.0,0.74661270455745221
3,7,10.0,0.69490060501296458
0,7,10.0,0.675039661554733
2,7,10.0,0.692282958199357
4,7,11.0,0.69210102095647508
1,7,11.0,0.682614267407091
2,7,11.0,0.67559523809523836
6,7,11.0,0.67356321839080446
0,7,11.0,0.71683024354780078
3,7,11.0,0.6563122262046992
5,7,11.0,0.63093453273363331
3,7,12.0,0.69666123778501632
6,7,12.0,0.69469026548672541
5,7,12.0,0.65034049240439973
2,7,12.0,0.65277299345504669
4,7,12.0,0.670120898100173
0,7,12.0,0.67097755800684689
3,7,13.0,0.66944213155703558
4,7,13.0,0.67721179624664884
5,7,13.0,0.65392857142857119
6,7,13.0,0.63761061946902653
1,7,13.0,0.66971518160438992
2,7,13.0,0.65722049689441
6,7,14.0,0.6770558619036201
1,7,14.0,0.72229465449804442
4,7,14.0,0.63610451306413307
5,7,14.0,0.65249127261186923
2,7,14.0,0.654891304347826
0,7,14.0,0.67378309137489323
3,7,14.0,0.6492564381574174
1,7,15.0,0.683350622406639
2,7,15.0,0.69454022988505715
3,7,15.0,0.67505070993914806
6,7,15.0,0.62551020408163238
0,7,15.0,0.6433451762776714
2,7,16.0,0.60992599042229
0,7,16.0,0.6256443298969071
4,7,16.0,0.63554410817772056
3,7,16.0,0.66317443687794675
5,7,16.0,0.61633182112767348
6,7,16.0,0.6881959910913138
3,7,17.0,0.63829787234042534
5,7,17.0,0.64201416207710449
0,7,17.0,0.6800302571860819
4,7,17.0,0.61420118343195274
2,7,17.0,0.59773584905660349
1,7,17.0,0.64612326043737578
4,7,18.0,0.62740384615384615
1,7,18.0,0.70614777213761981
0,7,18.0,0.6580717488789235
2,7,18.0,0.6302578018995928
5,7,18.0,0.67854828256642918
3,7,18.0,0.66397652237710914
6,7,19.0,0.60956175298804793
2,7,19.0,0.636899747262005
3,7,19.0,0.60452961672473871
4,7,19.0,0.63169642857142838
3,7,20.0,0.646398503274088
0,7,20.0,0.55655004068348235
5,7,20.0,0.59455587392550147
1,7,20.0,0.66445916114790282
4,7,20.0,0.55420353982300885
4,7,21.0,0.62444246208742182
1,7,21.0,0.66856871136471707
5,7,21.0,0.64964788732394374
6,7,21.0,0.63108407079646012
3,7,21.0,0.56756756756756765
2,7,21.0,0.591600289645185
0,7,21.0,0.65779467680608372
1,7,22.0,0.657214870825457
2,7,22.0,0.6133540372670806
6,7,22.0,0.598314606741573
4,7,22.0,0.63021582733812964
5,7,22.0,0.58631256384065389
2,7,23.0,0.64347079037800714
5,7,23.0,0.50297619047619035
4,7,23.0,0.59396751740139209
1,7,23.0,0.54988913525498884
3,7,24.0,0.64569083447332432
6,7,24.0,0.59493670886075956
4,7,24.0,0.66767983789260377
2,7,25.0,0.59833333333333338
4,7,25.0,0.65652724968314313
0,7,25.0,0.61612284069097889
1,7,25.0,0.56549935149156938
1,7,26.0,0.596977329974811
5,7,26.0,0.58839050131926118
3,7,26.0,0.50085178875638825
4,7,27.0,0.60839160839160833
3,7,27.0,0.56666666666666654
2,7,27.0,0.60358890701468193
6,7,27.0,0.62863293864370273
1,7,28.0,0.6457867263236392
0,7,28.0,0.59936305732484074
6,7,28.0,0.57481940144478849
2,7,28.0,0.64021164021164023
2,7,29.0,0.56300813008130079
5,7,29.0,0.53949903660886334
1,7,29.0,0.63827655310621245
3,7,29.0,0.5764119601328902
0,7,29.0,0.58565737051792843
6,7,29.0,0.55949367088607582
3,7,30.0,0.5060502637294445
6,7,30.0,0.50758670520231219
1,7,30.0,0.50840090278358252
5,7,30.0,0.491150865780159
2,7,30.0,0.50332420805631606
0,7,30.0,0.49068848758464995
4,7,30.0,0.49293286219081273
0,7,1.0,0.63180239289849482
1,7,1.0,0.66253486210102275
2,7,1.0,0.680456490727532
5,7,1.0,0.67877724880982226
6,7,1.0,0.67861771058315323
4,7,1.0,0.66938159879336323
3,7,1.0,0.67702879581151854
4,8,,0.0
0,8,,0.0
1,8,,0.0
3,8,,0.0
2,8,,0.0
5,8,,0.0
6,8,,0.0
6,8,0.0,0.85898407884761185
4,8,0.0,0.80492813141683783
5,8,0.0,0.87513935340022275
0,8,0.0,0.89429429429429419
3,8,0.0,0.87936267071320184
2,8,0.0,0.91061093247588432
1,8,0.0,0.8516681695220919
2,8,2.0,0.65002229157378533
5,8,2.0,0.6839670717365739
0,8,2.0,0.66080000000000017
3,8,2.0,0.68183266424520506
6,8,2.0,0.66472765732416716
4,8,2.0,0.68362983236400954
1,8,2.0,0.66677711508725435
3,8,3.0,0.69170627012111008
1,8,3.0,0.70247034497769067
4,8,3.0,0.690555053698685
6,8,3.0,0.69152428246780584
2,8,3.0,0.678195773713636
0,8,3.0,0.69032788007392742
5,8,3.0,0.68004387379830955
0,8,4.0,0.71084968842816365
1,8,4.0,0.73209881703799662
5,8,4.0,0.69778231418762193
2,8,4.0,0.70355078447564023
6,8,4.0,0.69068090417417871
4,8,4.0,0.70851711499037073
3,8,4.0,0.706622577385873
2,8,5.0,0.70184728323003787
1,8,5.0,0.74855245888983257
5,8,5.0,0.690978990686593
6,8,5.0,0.689880239520958
3,8,5.0,0.71076217605780589
0,8,5.0,0.69282248619708853
4,8,5.0,0.70011303364924771
2,8,6.0,0.7188141683778233
1,8,6.0,0.74364453614324655
6,8,6.0,0.711629616020577
0,8,6.0,0.7026873745746447
3,8,6.0,0.68806679142075722
5,8,6.0,0.68394408764639225
4,8,6.0,0.68880537688805377
5,8,7.0,0.72659695098903854
1,8,7.0,0.770320458404075
6,8,7.0,0.72025237714387269
4,8,7.0,0.71424998436816067
2,8,7.0,0.725187897475429
3,8,7.0,0.7272075088180785
0,8,7.0,0.72494644821397569
5,8,8.0,0.67864515635751976
0,8,8.0,0.7163066681138972
2,8,8.0,0.71935781151476941
1,8,8.0,0.72348397243165707
4,8,8.0,0.70503663853074861
6,8,8.0,0.69305573684897548
3,8,8.0,0.67713251495121163
2,8,9.0,0.68093633299936251
3,8,9.0,0.67208362614195361
4,8,9.0,0.65745793542519348
6,8,9.0,0.6702912135983
0,8,9.0,0.70107689718997157
1,8,9.0,0.69250786078282534
5,8,9.0,0.67493356953055772
4,8,10.0,0.6692256783587025
0,8,10.0,0.67314132618888167
1,8,10.0,0.72754418529577924
2,8,10.0,0.68747466558573167
5,8,10.0,0.67118944965762106
6,8,10.0,0.66073162835869215
3,8,10.0,0.67211997273346979
6,8,11.0,0.6680123029604
5,8,11.0,0.6528891346419684
4,8,11.0,0.64857582755966137
2,8,11.0,0.70732445520581111
0,8,11.0,0.6643263122701436
1,8,11.0,0.69641434262948232
3,8,11.0,0.64870643574941222
0,8,12.0,0.6466976744186046
1,8,12.0,0.67712574850299379
3,8,12.0,0.67371229222245
5,8,12.0,0.65666994428056347
2,8,12.0,0.67641614216956669
4,8,12.0,0.6459276018099549
6,8,12.0,0.65848414262676924
1,8,13.0,0.67047462018607917
4,8,13.0,0.65737148399612022
2,8,13.0,0.66185928668875493
6,8,13.0,0.64897494305239178
5,8,13.0,0.60293373798684824
0,8,13.0,0.63309659090909109
3,8,13.0,0.626450676982592
6,8,14.0,0.65835065835065809
0,8,14.0,0.6652447238437359
5,8,14.0,0.63152213026268444
2,8,14.0,0.66638851802403232
1,8,14.0,0.69386539606908881
4,8,14.0,0.67167235494880528
3,8,14.0,0.64009934522465584
4,8,15.0,0.6305584281282316
2,8,15.0,0.6935064935064934
1,8,15.0,0.68245858492026612
0,8,15.0,0.62751633115584571
6,8,15.0,0.63990825688073394
3,8,15.0,0.63530628069268524
5,8,15.0,0.62680577849117181
5,8,16.0,0.60449050086355782
4,8,16.0,0.58857556037599434
2,8,16.0,0.63663588719740483
6,8,16.0,0.61858850752024686
